"Gene_name" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "GENENAME" "SYMBOL" "Biotype"
"ENSMUSG00000000958" 2.01405798952829 2.04213250946836 1.24530438368493 1.63986615338619 0.101032999683929 0.999301598220817 "solute carrier family 7 (cationic amino acid transporter, y+ system), member 7" "Slc7a7" "protein_coding"
"ENSMUSG00000001039" 0.410780846792964 2.17323213736086 2.31916033332458 0.937077142159233 0.348718878289178 0.999301598220817 "B9 protein domain 1" "B9d1" "protein_coding"
"ENSMUSG00000001285" 0.655713588447222 2.00629329061987 2.09608586151117 0.957161787815996 0.33848560087417 0.999301598220817 "melanocyte proliferating gene 1" "Myg1" "protein_coding"
"ENSMUSG00000002007" 0.402788051453579 2.16673223170802 2.63521518451757 0.822222126085951 0.410950488178204 0.999301598220817 "serine/arginine-rich protein specific kinase 3" "Srpk3" "protein_coding"
"ENSMUSG00000002103" 0.693548240426615 2.06664737000453 1.83970690240488 1.12335686043413 0.261285963709404 0.999301598220817 "acid phosphatase 2, lysosomal" "Acp2" "protein_coding"
"ENSMUSG00000002550" 1.16530835846645 2.07600223037289 1.56006677004415 1.3307137042052 0.183283232035678 0.999301598220817 "uridine-cytidine kinase 1" "Uck1" "protein_coding"
"ENSMUSG00000002844" 0.849370244696698 2.28144402655469 1.62784257510444 1.40151391875736 0.161060448298773 0.999301598220817 "ADP-ribosylarginine hydrolase" "Adprh" "protein_coding"
"ENSMUSG00000003154" 2.19782963091747 3.09884295294191 1.30180243007871 2.38042492573512 0.0172926842947391 0.999301598220817 "forkhead box J2" "Foxj2" "protein_coding"
"ENSMUSG00000003199" 1.06563472648996 2.61711761176867 1.5798140872417 1.65659847757027 0.097600680367474 0.999301598220817 "MPN domain containing" "Mpnd" "protein_coding"
"ENSMUSG00000003208" 0.525300993611448 2.5656022838691 2.41111868765775 1.06407133626484 0.287296384673001 0.999301598220817 "coiled-coil domain containing 94" "Ccdc94" "protein_coding"
"ENSMUSG00000003868" 1.57712300327692 2.055060180723 1.45062805056144 1.41666926951236 0.15657964573809 0.999301598220817 "RuvB-like protein 2" "Ruvbl2" "protein_coding"
"ENSMUSG00000005823" 0.731382892406008 2.12942279807413 2.01728911666442 1.05558632150612 0.291157252878317 0.999301598220817 "G protein-coupled receptor 108" "Gpr108" "protein_coding"
"ENSMUSG00000006095" 0.833709152043848 3.18400284829021 2.21752176141216 1.43583837764125 0.151048336562458 0.999301598220817 "tubulin folding cofactor B" "Tbcb" "protein_coding"
"ENSMUSG00000008035" 0.897027105084558 2.53847626775747 1.69971816539572 1.49346892881295 0.135314481662252 0.999301598220817 "Mid1 interacting protein 1 (gastrulation specific G12-like (zebrafish))" "Mid1ip1" "protein_coding"
"ENSMUSG00000009076" 0.418773642132349 2.20790708376583 2.60918292212905 0.84620632192557 0.397437655810376 0.999301598220817 "zinc finger, matrin type 5" "Zmat5" "protein_coding"
"ENSMUSG00000009549" 1.52858882700164 2.25110477955622 1.4979129476467 1.5028275061597 0.132883530917139 0.999301598220817 "signal recognition particle 14" "Srp14" "protein_coding"
"ENSMUSG00000014329" 0.553187297542554 2.73622605497813 2.31397563565194 1.1824783341797 0.23701595728686 0.999301598220817 "BicC family RNA binding protein 1" "Bicc1" "protein_coding"
"ENSMUSG00000015189" 3.29958868097878 3.04516379412115 1.09921769134076 2.77030093138952 0.00560045227365645 0.999301598220817 "CAS1 domain containing 1" "Casd1" "protein_coding"
"ENSMUSG00000015217" 0.742912678909701 2.1136888278766 1.81623855886808 1.16377268699432 0.244516143638875 0.999301598220817 "high mobility group box 3" "Hmgb3" "protein_coding"
"ENSMUSG00000015377" 0.84967138575324 2.36282653275169 1.640942877341 1.4399200394961 0.149890022791291 0.999301598220817 "DENN/MADD domain containing 6B" "Dennd6b" "protein_coding"
"ENSMUSG00000015745" 0.410780846792964 2.17323213736086 2.31916033332458 0.937077142159233 0.348718878289178 0.999301598220817 "pleckstrin homology domain containing, family O member 1" "Plekho1" "protein_coding"
"ENSMUSG00000015747" 0.829160205207292 2.24868805044648 1.65374064330619 1.35975859307107 0.173906329556691 0.999301598220817 "vacuolar protein sorting 45" "Vps45" "protein_coding"
"ENSMUSG00000015971" 1.13810221874192 3.67870540654543 1.75910446356106 2.09123760569535 0.0365067698322041 0.999301598220817 "ARP8 actin-related protein 8" "Actr8" "protein_coding"
"ENSMUSG00000018509" 0.430990886282371 2.23600681407565 2.29668415861875 0.97358045758473 0.330264893435639 0.999301598220817 "centromere protein V" "Cenpv" "protein_coding"
"ENSMUSG00000019461" 0.615386652129889 2.79935678287184 1.85400591629435 1.50989635915887 0.131069871855854 0.999301598220817 "phospholipid scramblase 3" "Plscr3" "protein_coding"
"ENSMUSG00000020038" 0.873812700124976 3.30010895163256 1.82168080809442 1.81157365053687 0.0700520993916182 0.999301598220817 "cryptochrome 1 (photolyase-like)" "Cry1" "protein_coding"
"ENSMUSG00000020155" 0.70537916798685 2.16114999297866 1.80196744609422 1.19932798878413 0.230400436098972 0.999301598220817 "potassium large conductance calcium-activated channel, subfamily M, beta member 1" "Kcnmb1" "protein_coding"
