"Gene_name" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "GENENAME" "SYMBOL" "Biotype"
"ENSMUSG00000000399" 0.757857332125611 3.0775940270068 3.50079680073736 0.87911244273263 0.379340311882638 0.99977373437538 "NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9" "Ndufa9" "protein_coding"
"ENSMUSG00000000486" 1.23964543562819 2.02594021913035 2.77410430096112 0.730304270978003 0.465204218156751 0.99977373437538 "septin 1" "Sept1" "protein_coding"
"ENSMUSG00000000486" 1.23964543562819 2.02594021913035 2.77410430096112 0.730304270978003 0.465204218156751 0.99977373437538 "predicted gene 4532" "Gm4532" "protein_coding"
"ENSMUSG00000001366" 0.757857332125611 3.0775940270068 3.50079680073736 0.87911244273263 0.379340311882638 0.99977373437538 "f-box protein 9" "Fbxo9" "protein_coding"
"ENSMUSG00000001569" 1.76085242400629 2.63110370474507 2.47928141382499 1.06123640909559 0.28858247686353 0.99977373437538 "nucleolar protein with MIF4G domain 1" "Nom1" "protein_coding"
"ENSMUSG00000002550" 1.49176151380969 4.05749950106242 2.69533565503181 1.50537818675297 0.132226873921795 0.99977373437538 "uridine-cytidine kinase 1" "Uck1" "protein_coding"
"ENSMUSG00000002846" 0.757857332125611 3.0775940270068 3.50079680073736 0.87911244273263 0.379340311882638 0.99977373437538 "translocase of inner mitochondrial membrane domain containing 1" "Timmdc1" "protein_coding"
"ENSMUSG00000002871" 0.757857332125611 3.0775940270068 3.50079680073736 0.87911244273263 0.379340311882638 0.99977373437538 "transmembrane protein, adipocyte asscociated 1" "Tpra1" "protein_coding"
"ENSMUSG00000002984" 1.23629972840658 2.03185943113206 2.77660330019221 0.731778800014896 0.464303590728771 0.99977373437538 "translocase of outer mitochondrial membrane 40 homolog (yeast)" "Tomm40" "protein_coding"
"ENSMUSG00000002985" 0.757857332125611 3.0775940270068 3.50079680073736 0.87911244273263 0.379340311882638 0.99977373437538 "apolipoprotein E" "Apoe" "protein_coding"
"ENSMUSG00000003154" 0.781810482567146 3.1185342041892 3.77119230919446 0.82693587292962 0.408273409410956 0.99977373437538 "forkhead box J2" "Foxj2" "protein_coding"
"ENSMUSG00000003308" 1.52085637303717 2.38855005267106 2.6296091599002 0.908328921687248 0.36370446652788 0.99977373437538 "kelch-like ECH-associated protein 1" "Keap1" "protein_coding"
"ENSMUSG00000003444" 0.733904181684076 3.03708883383208 3.54113524793984 0.857659654654252 0.391080424233326 0.99977373437538 "mediator complex subunit 29" "Med29" "protein_coding"
"ENSMUSG00000003464" 0.994507675873125 3.47252715266687 3.13227835694881 1.10862661518036 0.267591291563328 0.99977373437538 "peroxisomal biogenesis factor 19" "Pex19" "protein_coding"
"ENSMUSG00000003545" 2.21019996105978 3.0123223140722 2.30475819524485 1.30700145476744 0.191212217410792 0.99977373437538 "FBJ osteosarcoma oncogene B" "Fosb" "protein_coding"
"ENSMUSG00000003721" 2.22566569549376 4.63569575946858 2.3582254167669 1.96575599877304 0.0493268027663635 0.99977373437538 "insulin induced gene 2" "Insig2" "protein_coding"
"ENSMUSG00000003808" 1.66169411501854 2.55486999589803 2.73284164068901 0.934876707767776 0.349851842067529 0.99977373437538 "phenylalanyl-tRNA synthetase, alpha subunit" "Farsa" "protein_coding"
"ENSMUSG00000003813" 1.01846082631466 3.50268354137166 3.1345419309929 1.11744670145859 0.26380337642518 0.99977373437538 "RAD23 homolog A, nucleotide excision repair protein" "Rad23a" "protein_coding"
"ENSMUSG00000004561" 1.01846082631466 3.50268354137166 3.1345419309929 1.11744670145859 0.26380337642518 0.99977373437538 "methyltransferase like 17" "Mettl17" "protein_coding"
"ENSMUSG00000004661" 1.94959646687073 2.80873596263339 2.40358503859645 1.1685610941702 0.24258051101998 0.99977373437538 "AT rich interactive domain 3B (BRIGHT-like)" "Arid3b" "protein_coding"
"ENSMUSG00000004843" 0.994507675873125 3.47252715266687 3.13227835694881 1.10862661518036 0.267591291563328 0.99977373437538 "charged multivesicular body protein 2B" "Chmp2b" "protein_coding"
"ENSMUSG00000005069" 1.4729500721541 2.34198670297856 2.61601896110535 0.895248367003044 0.3706543346795 0.99977373437538 "peroxisomal biogenesis factor 5" "Pex5" "protein_coding"
"ENSMUSG00000005465" 0.733904181684076 3.03708883383208 3.54113524793984 0.857659654654252 0.391080424233326 0.99977373437538 "interleukin 27 receptor, alpha" "Il27ra" "protein_coding"
"ENSMUSG00000005470" 0.733904181684076 3.03708883383208 3.54113524793984 0.857659654654252 0.391080424233326 0.99977373437538 "anti-silencing function 1B histone chaperone" "Asf1b" "protein_coding"
"ENSMUSG00000005804" 1.25511117006217 3.80657386455068 2.87436017660188 1.32432041590935 0.185396652925767 0.99977373437538 "biogenesis of lysosomal organelles complex-1, subunit 6, pallidin" "Bloc1s6" "protein_coding"
"ENSMUSG00000005823" 1.18325171873757 3.73057827747844 3.21755726279069 1.15944425313593 0.246275147361811 0.99977373437538 "G protein-coupled receptor 108" "Gpr108" "protein_coding"
"ENSMUSG00000005907" 1.94625075964912 2.81343540877856 2.4049825982908 1.16983607730802 0.242066942099206 0.99977373437538 "peroxisomal biogenesis factor 1" "Pex1" "protein_coding"
"ENSMUSG00000005949" 0.781810482567146 3.1185342041892 3.77119230919446 0.82693587292962 0.408273409410956 0.99977373437538 "cystinosis, nephropathic" "Ctns" "protein_coding"
"ENSMUSG00000006021" 0.733904181684076 3.03708883383208 3.54113524793984 0.857659654654252 0.391080424233326 0.99977373437538 "kaptin" "Kptn" "protein_coding"
"ENSMUSG00000006127" 1.26025287884812 2.06063664239646 2.78687518665867 0.739407581746443 0.45965953981254 0.99977373437538 "inositol polyphosphate 5-phosphatase K" "Inpp5k" "protein_coding"
"ENSMUSG00000006154" 1.4729500721541 2.34198670297856 2.61601896110535 0.895248367003044 0.3706543346795 0.99977373437538 "EPS8-like 1" "Eps8l1" "protein_coding"
"ENSMUSG00000006299" 1.23629972840658 2.03185943113206 2.77660330019221 0.731778800014896 0.464303590728771 0.99977373437538 "angio-associated migratory protein" "Aamp" "protein_coding"
"ENSMUSG00000006818" 1.2072048691791 3.75735902042456 2.94719372823152 1.27489380302094 0.202346832797556 0.99977373437538 "superoxide dismutase 2, mitochondrial" "Sod2" "protein_coding"
"ENSMUSG00000009555" 1.26025287884812 2.06063664239646 2.78687518665867 0.739407581746443 0.45965953981254 0.99977373437538 "cyclin-dependent kinase 9 (CDC2-related kinase)" "Cdk9" "protein_coding"
"ENSMUSG00000009621" 0.994507675873125 3.47252715266687 3.13227835694881 1.10862661518036 0.267591291563328 0.99977373437538 "vav 2 oncogene" "Vav2" "protein_coding"
"ENSMUSG00000010142" 0.733904181684076 3.03708883383208 3.54113524793984 0.857659654654252 0.391080424233326 0.99977373437538 "tumor necrosis factor receptor superfamily, member 13b" "Tnfrsf13b" "protein_coding"
"ENSMUSG00000011114" 1.25511117006217 3.80657386455068 2.87436017660188 1.32432041590935 0.185396652925767 0.99977373437538 "transforming growth factor beta regulated gene 1" "Tbrg1" "protein_coding"
"ENSMUSG00000013089" 1.66169411501854 2.55486999589803 2.73284164068901 0.934876707767776 0.349851842067529 0.99977373437538 "ets variant 5" "Etv5" "protein_coding"
"ENSMUSG00000014504" 0.781810482567146 3.1185342041892 3.77119230919446 0.82693587292962 0.408273409410956 0.99977373437538 "signal recognition particle 19" "Srp19" "protein_coding"
"ENSMUSG00000014748" 1.21234657796505 2.00262150526909 2.81702036347351 0.710900613724982 0.477145825680143 0.99977373437538 "testis expressed gene 261" "Tex261" "protein_coding"
"ENSMUSG00000014782" 1.23629972840658 2.03185943113206 2.77660330019221 0.731778800014896 0.464303590728771 0.99977373437538 "pleckstrin homology domain containing, family G (with RhoGef domain) member 4" "Plekhg4" "protein_coding"
"ENSMUSG00000014873" 0.97055452543159 3.44175124968091 3.18478744249451 1.08068475897567 0.279837364963262 0.99977373437538 "surfeit gene 2" "Surf2" "protein_coding"
"ENSMUSG00000015127" 2.01811021097373 2.86406107430919 2.38591471128771 1.20040379513961 0.22998255566574 0.99977373437538 "unkempt family like zinc finger" "Unkl" "protein_coding"
"ENSMUSG00000015143" 1.71294612312322 2.59191931353755 2.4955383904766 1.03862129447848 0.298980898223664 0.99977373437538 "actinin, alpha 1" "Actn1" "protein_coding"
"ENSMUSG00000015314" 1.23629972840658 2.03185943113206 2.77660330019221 0.731778800014896 0.464303590728771 0.99977373437538 "SLAM family member 6" "Slamf6" "protein_coding"
"ENSMUSG00000015702" 1.47629577937571 2.3365662087563 2.61403969812871 0.893852610742278 0.3714007558498 0.99977373437538 "annexin A9" "Anxa9" "protein_coding"
"ENSMUSG00000016409" 1.68899297268168 2.57154957128155 2.54444911262946 1.01065081573751 0.312183585272559 0.99977373437538 "NFKB activating protein" "Nkap" "protein_coding"
"ENSMUSG00000016487" 2.74687268387186 4.93749587903038 2.21488259960454 2.22923593327789 0.0257982108512356 0.99977373437538 "PTPRF interacting protein, binding protein 1 (liprin beta 1)" "Ppfibp1" "protein_coding"
"ENSMUSG00000016664" 1.75750671678468 2.63607929360482 2.4808631636453 1.06256537330799 0.28797909695111 0.99977373437538 "protein kinase C and casein kinase substrate in neurons 2" "Pacsin2" "protein_coding"
"ENSMUSG00000017176" 0.781810482567146 3.1185342041892 3.77119230919446 0.82693587292962 0.408273409410956 0.99977373437538 "5'-nucleotidase, cytosolic IIIB" "Nt5c3b" "protein_coding"
"ENSMUSG00000018042" 0.733904181684076 3.03708883383208 3.54113524793984 0.857659654654252 0.391080424233326 0.99977373437538 "cytochrome b5 reductase 3" "Cyb5r3" "protein_coding"
