"Gene_name" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "GENENAME" "SYMBOL" "Biotype"
"ENSMUSG00000000399" 1.06866542450188 2.06466984796321 1.63068496303272 1.2661365590343 0.2054641957579 0.999508986690293 "NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9" "Ndufa9" "protein_coding"
"ENSMUSG00000000530" 0.742490843957997 2.06114624601079 1.83909371469942 1.12074019368157 0.262398467952039 0.999508986690293 "activin A receptor, type II-like 1" "Acvrl1" "protein_coding"
"ENSMUSG00000001403" 1.75694070184334 2.01722702794087 1.22450321104001 1.64738402460176 0.0994791368951639 0.999508986690293 "ubiquitin-conjugating enzyme E2C" "Ube2c" "protein_coding"
"ENSMUSG00000001521" 0.815271008714434 2.25989771361928 1.76112280618525 1.28321415501649 0.199417058166607 0.999508986690293 "tubby-like protein 3" "Tulp3" "protein_coding"
"ENSMUSG00000001622" 0.362373893990565 2.05898658218115 2.38786434068591 0.862271171397328 0.388538312885169 0.999508986690293 "casein kappa" "Csn3" "protein_coding"
"ENSMUSG00000002274" 0.477229803538572 2.464358324366 2.18947733343152 1.1255463971868 0.260357567826871 0.999508986690293 "meteorin, glial cell differentiation regulator" "Metrn" "protein_coding"
"ENSMUSG00000002781" 0.800819916429343 2.14813291221689 1.69033437239345 1.27083312467652 0.203788021720996 0.999508986690293 "transmembrane protein 143" "Tmem143" "protein_coding"
"ENSMUSG00000003154" 1.72139148051994 2.71889909318028 1.32434711466055 2.05301092370876 0.0400715180798838 0.999508986690293 "forkhead box J2" "Foxj2" "protein_coding"
"ENSMUSG00000005823" 0.969111198687194 2.60589586659789 1.5984441051056 1.63027024734515 0.103044392874096 0.999508986690293 "G protein-coupled receptor 108" "Gpr108" "protein_coding"
"ENSMUSG00000007833" 0.347629770800061 2.01995071955813 2.41138134867668 0.837673692992042 0.40221399211258 0.999508986690293 "aldehyde dehydrogenase 16 family, member A1" "Aldh16a1" "protein_coding"
"ENSMUSG00000009555" 1.26088444236007 2.12237019264773 1.45270342482026 1.46097968545116 0.14402101647407 0.999508986690293 "cyclin-dependent kinase 9 (CDC2-related kinase)" "Cdk9" "protein_coding"
"ENSMUSG00000014301" 0.816383457967468 2.16651593451853 1.68752678560182 1.28384091618782 0.199197623892799 0.999508986690293 "presequence translocase-asssociated motor 16 homolog (S. cerevisiae)" "Pam16" "protein_coding"
"ENSMUSG00000015092" 0.347629770800061 2.01995071955813 2.41138134867668 0.837673692992042 0.40221399211258 0.999508986690293 "endothelial differentiation-related factor 1" "Edf1" "protein_coding"
"ENSMUSG00000015747" 1.46956725477602 3.20733749412682 1.44598959223152 2.21809168707577 0.026548581511077 0.999508986690293 "vacuolar protein sorting 45" "Vps45" "protein_coding"
"ENSMUSG00000015846" 0.347629770800061 2.01995071955813 2.41138134867668 0.837673692992042 0.40221399211258 0.999508986690293 "retinoid X receptor alpha" "Rxra" "protein_coding"
"ENSMUSG00000015971" 0.465547722504106 2.43131533289438 2.48678152759208 0.977695590029814 0.32822490353703 0.999508986690293 "ARP8 actin-related protein 8" "Actr8" "protein_coding"
"ENSMUSG00000016206" 1.26019062040744 2.14007841307156 1.50009581191583 1.42662781675151 0.153687201858133 0.999508986690293 "histocompatibility 2, M region locus 3" "H2-M3" "protein_coding"
"ENSMUSG00000017718" 0.666705586788805 2.01123196923584 1.84473723316294 1.09025390341769 0.275601314695819 0.999508986690293 "arylformamidase" "Afmid" "protein_coding"
"ENSMUSG00000018761" 0.739577910200109 3.08093024470331 1.75273462341316 1.75778478016467 0.0787841359590899 0.999508986690293 "mannose-P-dolichol utilization defect 1" "Mpdu1" "protein_coding"
"ENSMUSG00000020022" 0.887797367006392 2.47819979527313 1.91122072586587 1.29665807917105 0.194748859268323 0.999508986690293 "NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 12" "Ndufa12" "protein_coding"
"ENSMUSG00000020038" 1.30208937787721 3.91611696725827 1.52068867263848 2.57522597341609 0.0100174615610798 0.999508986690293 "cryptochrome 1 (photolyase-like)" "Cry1" "protein_coding"
"ENSMUSG00000020155" 0.756533484098417 2.30634253143141 1.97515808127301 1.16767490830149 0.24293792171957 0.999508986690293 "potassium large conductance calcium-activated channel, subfamily M, beta member 1" "Kcnmb1" "protein_coding"
"ENSMUSG00000020169" 0.377204016209545 2.10840033314539 2.68889275184716 0.784114699887904 0.432972810677482 0.999508986690293 "bestrophin 3" "Best3" "protein_coding"
"ENSMUSG00000020319" 0.477229803538572 2.464358324366 2.18947733343152 1.1255463971868 0.260357567826871 0.999508986690293 "WD repeat containing planar cell polarity effector" "Wdpcp" "protein_coding"
